TIMESTMAP,Values1
2020-11-15 23:17:28,187
2020-09-11 20:39:13,11
2020-04-14 00:48:09,121
2020-05-14 21:37:18,128
2020-05-17 02:14:35,27
2020-06-30 05:30:15,282
2020-07-01 18:51:54,23
2020-03-07 12:29:22,257
2020-03-10 20:25:23,261
2020-11-01 18:02:02,14
2020-04-02 14:15:55,18
2020-12-22 09:38:00,17
2020-09-02 03:36:39,246
2020-05-13 23:01:32,228
2020-10-20 01:48:42,10
2020-12-24 10:36:34,18
2020-07-20 19:41:44,19
2020-10-26 17:26:38,11
2020-01-26 18:57:19,24
2020-11-13 04:29:54,26
2020-08-25 04:01:31,252
2020-05-07 20:04:07,16
2020-06-12 12:08:06,22
2020-08-31 15:28:09,152
2020-03-30 06:22:50,293
2020-04-07 19:22:54,159
2020-07-15 02:46:05,29
2020-04-21 23:24:03,289
2020-02-14 06:36:45,124
2020-01-18 23:11:22,234
2020-09-22 23:11:32,12
2020-10-15 23:16:47,106
2020-10-31 02:34:45,15
2020-07-19 12:10:57,173
2020-12-12 11:58:22,25
2020-02-27 16:37:20,238
2020-12-09 11:57:45,25
2020-10-26 21:05:24,19
2020-02-22 09:39:00,115
2020-08-09 03:57:34,10
2020-02-11 06:05:26,10
2020-07-03 23:36:00,23
2020-05-05 16:05:45,13
2020-12-12 12:17:00,175
2020-10-17 08:55:39,185
2020-08-06 06:26:40,106
2020-04-19 07:35:13,249
2020-05-05 02:50:48,266
2020-11-29 03:14:31,197
2020-01-02 07:46:26,26
2020-08-01 13:21:42,19
2020-08-14 19:54:35,286
2020-01-24 12:47:02,166
2020-03-03 21:24:34,16
2020-12-04 02:15:54,20
2020-08-17 01:41:16,130
2020-03-15 22:39:42,274
2020-03-13 04:34:50,12
2020-06-16 21:52:57,28
2020-08-07 06:42:36,111
2020-11-20 02:29:29,23
2020-03-03 01:28:37,18
2020-02-03 18:40:31,289
2020-06-23 08:05:23,22
2020-07-27 12:23:36,22
2020-04-30 02:56:02,13
2020-08-05 19:32:03,24
2020-05-10 01:18:00,26
2020-09-21 22:15:13,18
2020-08-18 05:27:34,149
2020-07-23 18:08:36,137
2020-05-22 03:11:52,17
2020-12-09 10:41:11,18
2020-07-06 16:45:31,23
2020-02-25 12:13:36,25
2020-09-26 03:53:29,27
2020-04-30 03:30:17,116
2020-09-12 14:18:43,142
2020-01-03 03:09:17,133
2020-09-27 13:13:29,11
2020-06-20 09:42:12,11
2020-02-12 18:35:09,151
2020-02-26 12:39:48,26
2020-09-27 05:11:00,17
2021-01-01 02:41:01,164
2020-09-06 04:55:07,15
2020-11-20 22:53:49,15
2020-11-14 23:47:02,29
2020-10-26 16:18:08,12
2020-08-13 03:53:32,117
2020-10-12 00:39:17,212
2020-05-31 21:15:35,13
2020-09-29 05:53:15,16
2020-09-07 00:46:22,198
2020-08-24 21:16:55,14
2020-12-25 13:52:35,14
2020-03-18 08:52:52,139
2020-08-14 04:39:33,294
2020-04-16 23:26:28,263
2020-11-12 10:17:54,27
2020-06-05 08:54:46,12
2020-08-29 06:01:55,280
2020-03-19 09:22:57,20
2020-11-22 05:31:25,140
2020-07-26 00:22:19,12
2020-10-15 11:17:00,243
2020-03-09 18:54:53,153
2020-07-02 10:31:22,285
2020-10-30 22:21:47,28
2020-07-05 16:48:18,28
2020-03-18 16:34:49,11
2020-11-19 02:29:45,19
2020-07-24 09:30:10,110
2020-11-14 18:28:58,207
2020-06-08 13:02:42,20
2020-03-15 12:40:11,249
2020-03-17 21:18:58,19
2020-04-06 07:52:16,219
2020-12-12 22:33:27,13
2020-12-06 01:12:51,28
2020-10-13 03:48:38,19
2020-04-29 06:48:37,128
2020-01-15 15:47:14,202
2020-08-26 12:58:27,15
2020-03-26 11:24:35,155
2020-09-10 10:29:14,185
2020-07-10 04:59:45,21
2020-12-22 08:09:03,100
2020-04-19 01:33:31,26
2020-09-06 21:43:09,249
2020-12-05 05:12:31,262
2020-09-16 15:56:16,259
2020-11-01 10:37:09,287
2020-06-13 11:37:48,26
2020-09-10 00:42:38,10
2020-08-04 19:28:22,210
2020-08-04 13:47:08,27
2020-09-29 07:23:30,204
2020-11-15 13:50:08,22
2020-12-09 12:03:03,255
2020-10-27 04:28:22,17
2020-08-08 06:11:05,153
2020-10-16 23:05:07,202
2020-03-27 12:49:23,29
2020-01-08 09:43:24,216
2020-12-25 08:23:57,21
2020-03-22 23:55:57,28
2020-08-20 06:15:56,140
2020-12-28 00:30:04,150
2020-11-20 13:02:44,26
2020-10-07 14:16:11,161
2020-03-14 10:34:42,101
2020-06-09 13:23:30,162
2020-10-19 13:51:27,146
2020-01-05 09:01:21,150
2020-05-01 16:07:56,20
2020-03-02 16:45:45,14
2020-06-11 20:17:12,13
2020-04-20 01:02:52,218
2020-03-09 13:39:57,177
2020-03-22 12:27:51,16
2020-11-24 23:32:59,150
2020-09-27 01:03:21,160
2020-10-17 05:27:09,102
2020-04-20 01:00:44,24
2020-10-02 13:19:33,124
2020-09-17 10:33:33,201
2020-03-22 21:17:55,239
2020-11-03 18:24:01,28
2020-06-29 13:18:08,296
2020-02-11 09:19:46,21
2020-04-14 16:14:14,288
2020-06-18 07:22:07,25
2020-05-31 04:14:50,289
2020-10-04 17:03:57,29
2020-05-28 22:02:06,11
2020-09-03 01:42:47,215
2020-02-28 14:42:01,25
2020-12-10 00:21:35,24
2020-07-17 01:21:50,25
2020-07-19 19:55:33,165
2020-07-06 06:20:14,18
2020-08-04 20:05:27,249
2020-04-19 02:29:14,24
2020-04-08 05:09:56,259
2020-01-16 03:35:34,15
2020-02-13 00:30:35,225
2020-01-17 00:20:44,15
2020-08-03 18:00:55,28
2020-02-20 10:07:12,23
2020-07-17 03:02:54,228
2020-11-20 05:19:18,26
2020-11-15 03:34:56,16
2020-08-14 13:45:32,270
2020-07-27 05:53:47,21
2020-04-17 02:26:06,10
2020-06-23 18:28:45,103
2020-02-21 15:47:59,232
2020-12-27 14:15:42,164
2020-03-14 14:12:08,277
2020-10-03 13:34:07,17
2020-09-13 21:33:04,21
2020-10-17 02:15:39,23
2020-02-09 22:04:34,16
2020-07-27 04:00:17,142
2020-05-21 21:06:25,111
2020-03-09 03:23:36,103
2020-03-21 11:36:29,146
2020-05-27 01:26:45,155
2020-06-01 06:37:04,192
2020-06-12 08:36:48,261
2020-01-19 00:11:48,129
2020-02-18 22:10:51,20
2020-02-28 05:14:46,11
2020-12-25 06:09:58,26
2020-02-13 20:45:32,22
2020-09-08 06:04:01,112
2020-03-08 04:15:03,19
2020-09-13 06:49:35,26
2020-07-28 18:35:55,14
2020-04-03 11:01:40,15
2020-05-16 15:14:21,23
2020-03-04 14:10:24,294
2020-10-05 20:22:41,18
2020-12-21 03:45:38,19
2020-03-12 16:40:40,179
2020-12-30 10:59:42,135
2020-08-18 06:29:38,27
2020-08-27 04:44:16,237
2020-01-22 06:52:29,272
2020-06-21 02:22:24,24
2020-09-17 02:06:47,26
2020-01-20 14:31:04,27
2020-03-05 12:07:36,183
2020-05-24 07:35:46,205
2020-06-05 20:09:39,28
2020-05-30 11:07:59,139
2020-04-18 05:48:22,241
2020-04-15 23:49:50,252
2020-11-07 11:03:45,166
2020-07-18 19:02:05,198
2020-10-19 23:06:28,297
2020-11-15 17:11:01,16
2020-11-18 19:24:21,29
2020-07-28 01:43:29,17
2020-07-08 09:29:14,200
2020-08-02 14:28:20,27
2020-08-03 11:11:08,19
2020-11-30 05:28:51,26
2020-01-12 07:19:52,29
2020-11-11 04:00:00,274
2020-02-04 12:11:42,23
2020-07-10 07:45:46,207
2020-01-14 13:59:39,28
2020-07-13 17:53:44,18
2020-03-26 13:06:01,19
2020-12-06 05:01:09,128
2020-04-11 09:01:19,29
2020-11-26 08:33:07,20
2020-08-15 10:10:52,24
2020-02-07 08:05:13,206
2020-12-07 07:57:40,125
2020-03-25 04:24:44,26
2020-03-10 01:53:59,213
2020-10-24 23:09:17,231
2020-08-19 18:34:45,26
2020-01-20 01:14:15,19
2020-01-22 17:29:09,174
2020-01-04 11:06:03,195
2020-12-20 12:13:15,14
2020-12-13 03:38:34,242
2020-11-28 22:55:54,16
2020-06-19 16:55:35,112
2020-07-26 01:34:59,226
2020-02-22 00:02:51,172
2020-11-30 22:38:33,26
2020-12-09 15:49:10,18
2020-09-10 06:53:19,133
2020-01-30 08:18:21,102
2020-07-08 01:10:52,22
2020-11-06 08:04:24,22
2020-07-29 23:46:00,22
2020-01-28 02:19:47,27
2020-03-24 02:58:43,12
2020-10-28 18:37:38,15
2020-03-23 22:50:40,18
2020-02-29 17:04:12,25
2020-12-13 18:39:47,111
2020-05-07 14:30:16,14
2020-06-28 14:37:30,158
2020-11-09 01:54:26,28
2020-03-05 20:53:01,11
2020-04-17 20:36:47,225
2020-12-22 03:07:56,186
2020-12-19 16:36:32,20
2020-12-07 11:39:56,155
2020-05-08 06:34:47,236
2020-01-30 22:55:00,27
2021-01-01 02:06:11,27
2020-08-14 19:23:57,10
2020-06-24 20:00:45,156
2020-12-21 05:05:03,14
2020-07-19 12:59:25,15
2020-02-21 19:50:51,198
2020-07-08 03:58:56,270
2020-10-31 19:15:36,22
2020-05-10 03:25:50,24
2020-03-21 12:03:16,28
2020-10-13 16:06:37,19
2020-11-14 07:14:00,256
2020-05-02 09:55:52,29
2020-08-28 19:34:40,244
2020-03-09 06:34:27,29
2020-01-29 11:05:23,26
2020-11-02 14:49:45,297
2020-03-07 07:30:50,22
2020-07-14 03:13:45,217
2020-12-15 08:12:22,239
2020-02-09 17:10:28,27
2020-07-22 13:52:51,29
2020-12-15 12:33:01,18
2020-01-13 20:12:29,17
2020-07-02 05:33:51,243
2020-09-24 00:03:11,18
2020-07-29 10:35:18,194
2020-03-16 08:13:39,11
2020-05-25 12:16:34,129
2020-12-08 13:19:35,22
2020-02-23 08:55:30,11
2020-10-18 01:15:17,20
2020-08-02 05:59:08,22
2020-02-25 01:45:00,273
2020-02-19 17:30:18,198
2020-09-13 03:17:23,21
2020-12-07 15:48:58,15
2020-03-14 08:15:47,18
2020-07-14 13:14:55,198
2020-12-25 09:25:34,22
2020-04-21 14:46:00,19
2020-06-07 06:21:55,261
2020-09-20 07:49:44,26
2020-03-15 07:07:54,146
2020-12-13 09:03:00,17
2020-02-27 02:27:09,28
2020-08-07 03:51:56,27
2020-01-06 01:39:02,252
2020-08-13 20:27:31,27
2020-06-24 18:23:21,17
2020-12-28 21:08:10,100
2020-08-25 23:49:47,211
2020-08-11 19:34:07,290
2020-01-22 06:46:52,25
2020-10-01 08:39:58,28
2020-02-14 21:06:07,286
2020-04-09 23:40:48,100
2020-06-13 19:49:52,27
2020-01-03 08:05:16,12
2020-10-26 06:18:21,286
2020-10-19 09:51:57,20
2020-02-26 23:51:27,231
2020-09-23 19:11:47,280
2020-09-05 04:41:27,257
2020-12-16 01:02:33,263
2020-02-03 00:44:50,15
2020-11-02 08:50:44,29
2020-04-16 04:08:53,16
2020-04-08 05:11:50,230
2020-10-30 01:51:01,107
2020-05-08 14:05:52,130
2020-05-11 05:56:53,284
2020-05-14 22:10:35,184
2020-02-17 02:01:24,269
2020-09-08 00:41:39,264
2020-03-08 13:56:54,17
2020-03-29 18:01:04,12
2020-12-20 19:48:49,29
2020-01-18 03:31:21,20
2020-12-30 13:32:30,26
2020-05-26 17:05:53,16
2020-03-17 09:31:52,20
2020-04-12 21:05:18,24
2020-12-01 03:57:11,193
2020-11-10 04:17:53,117
2020-11-13 23:22:59,160
2020-04-02 01:17:55,168
2020-08-24 12:13:21,17
2020-10-28 17:36:56,21
2020-08-22 01:51:42,103
2020-01-05 09:28:12,244
2020-09-27 19:09:20,292
2020-02-26 20:16:53,15
2020-01-02 13:19:23,179
2020-08-17 20:40:14,23
2020-02-28 00:34:33,13
2020-04-07 18:30:31,163
2020-01-06 14:41:42,24
2020-02-07 06:27:31,131
2020-08-22 19:52:44,26
2020-10-09 09:28:18,28
2020-01-25 13:26:55,25
2020-10-13 20:41:46,10
2020-03-18 20:05:29,10
2020-11-17 21:33:55,214
2020-12-03 03:00:11,26
2020-11-07 14:20:48,27
2020-02-09 15:26:55,25
2020-01-02 22:29:03,252
2020-01-27 21:45:24,26
2020-01-09 21:13:50,10
2020-03-08 10:28:39,23
2020-07-13 00:15:32,266
2020-06-27 20:49:05,208
2020-05-15 06:21:48,257
2020-11-09 00:00:41,18
2020-04-13 22:05:04,183
2020-01-19 05:51:11,18
2020-04-09 18:22:48,18
2020-12-27 13:33:15,277
2020-09-20 14:09:57,25
2020-05-10 08:51:39,134
2020-03-22 23:57:57,111
2020-04-22 03:58:22,202
2020-12-30 14:10:14,24
2020-08-31 01:42:54,13
2020-06-06 18:54:47,24
2020-02-03 08:58:25,235
2020-06-30 20:01:24,22
2020-01-07 04:52:34,166
2020-12-02 13:02:34,241
2020-10-06 05:23:46,26
2020-05-08 22:27:13,13
2020-06-18 08:44:06,15
2020-02-05 17:30:58,225
2020-05-13 22:47:09,19
2020-05-13 08:41:57,193
2020-04-16 19:23:16,106
2020-12-09 12:19:21,15
2020-03-16 02:37:26,164
2020-09-22 20:16:46,112
2020-07-26 10:08:28,11
2020-07-20 08:33:12,14
2020-12-25 01:38:33,21
2020-05-01 02:13:21,228
2020-07-10 07:24:11,29
2020-01-04 17:41:12,155
2020-08-07 17:53:18,177
2020-06-07 00:54:56,169
2020-09-01 06:49:12,214
2020-08-11 04:01:24,14
2020-05-26 21:12:20,179
2020-12-18 18:49:01,128
2020-11-17 19:16:17,26
2020-04-23 18:39:09,12
2020-05-11 23:30:51,224
2020-10-11 14:22:26,164
2020-03-02 21:11:25,11
2020-05-18 06:47:09,115
2020-03-30 15:46:28,256
2020-12-04 16:46:07,20
2020-01-24 11:04:17,182
2020-12-24 21:17:33,218
2020-11-29 19:18:40,267
2020-03-20 22:33:23,21
2020-05-10 05:00:55,281
2020-07-07 16:39:17,276
2020-12-18 18:03:12,283
2020-01-22 12:37:34,23
2020-08-23 13:23:12,11
2020-11-07 09:16:25,104
2020-07-11 03:36:54,199
2020-07-30 08:05:49,28
2020-11-17 06:43:49,29
2020-06-15 20:28:08,14
2020-04-14 16:27:33,15
2020-07-11 06:16:42,15
2020-05-06 02:44:02,190
2020-12-02 22:58:03,140
2020-10-08 00:39:43,222
2020-03-12 21:15:45,10
2020-09-21 08:45:31,11
2020-08-26 09:45:58,222
2020-05-02 21:11:56,255
2020-07-26 13:40:20,25
2020-11-18 21:00:15,13
2020-08-26 09:17:00,280
2020-10-15 05:45:45,207
2020-07-13 18:16:32,140
2020-02-02 21:29:44,249
2020-01-26 01:17:37,25
2020-03-24 19:23:56,137
2020-01-27 15:21:43,20
2020-02-01 12:20:54,277
2020-05-24 05:55:18,21
2020-09-11 03:24:35,131
2020-09-26 13:47:57,11
2020-03-31 11:57:55,26
2020-12-16 22:31:55,17
2020-07-20 10:10:42,209
2020-08-10 11:29:50,127
2020-02-22 02:27:21,23
2020-10-24 07:51:39,190
2020-09-23 13:13:51,24
2020-06-02 15:57:58,25
2020-02-14 02:20:47,14
2020-11-18 09:43:59,22
2020-05-24 15:49:31,19
2020-03-02 10:46:52,12
2020-06-24 00:04:29,119
2020-08-29 00:01:56,101
2020-08-11 00:59:44,253
2020-08-20 03:42:46,233
2020-08-11 11:55:36,17
2020-06-08 10:55:09,16
2020-03-20 10:33:53,17
2020-09-21 14:51:04,16
2020-10-09 19:58:12,14
2020-07-17 13:36:46,19
2020-11-07 13:04:44,236
2020-06-01 04:02:18,22
2020-12-20 17:33:57,22
2020-01-27 22:41:05,22
2020-09-19 13:25:33,169
2020-11-14 23:07:02,126
2020-11-03 08:06:05,257
2020-12-14 18:53:02,192
2020-02-02 12:25:32,278
2020-04-03 19:41:52,224
2020-02-08 06:24:10,24
2020-05-31 07:33:25,273
2020-04-08 05:33:24,26
2020-09-27 04:41:54,207
2020-09-09 02:43:44,20
2020-08-10 08:19:53,21
2020-08-18 13:45:50,277
2020-10-18 16:10:29,148
2020-04-07 01:20:00,110
2020-05-27 08:30:29,292
2020-03-16 15:00:54,227
2020-08-27 08:37:50,20
2020-06-11 12:40:53,13
2020-12-06 07:00:02,11
2020-03-22 04:24:08,228
2020-06-30 06:36:33,13
2020-12-31 22:46:29,25
2020-08-12 22:41:34,142
2020-10-31 16:02:12,18
2020-01-08 13:48:31,179
2020-05-04 18:08:03,129
2020-09-29 03:17:27,150
2020-02-13 17:51:10,162
2020-10-12 11:21:58,231
2020-10-28 04:32:46,29
2020-12-25 19:53:38,293
2020-02-08 12:41:00,186
2020-10-05 20:28:41,15
2020-09-24 17:10:37,26
2020-07-07 05:17:20,14
2020-07-07 12:32:53,237
2020-12-04 23:39:39,11
2020-02-01 02:39:03,270
2020-08-01 09:28:30,157
2020-04-23 07:38:46,14
2020-03-17 13:49:35,15
2020-06-15 06:07:24,277
2020-08-18 11:36:49,18
2020-09-06 08:15:37,17
2020-02-19 17:59:28,23
2020-03-23 20:31:06,134
2020-11-27 02:23:25,235
2020-03-08 16:36:00,25
2020-11-19 08:19:48,246
2020-01-14 07:54:40,27
2020-10-06 23:47:49,10
2020-09-28 22:24:52,196
2020-09-05 10:35:06,264
2020-03-25 01:41:50,135
2020-12-28 05:17:38,167
2020-10-20 09:08:35,11
2020-10-03 01:01:31,17
2020-11-10 08:49:46,15
2020-04-05 21:26:30,192
2020-08-04 04:09:17,29
2020-09-13 05:38:31,179
2020-04-06 07:21:02,245
2020-12-11 21:34:27,18
2020-06-13 03:31:38,25
2020-03-21 12:58:56,138
2020-07-25 09:42:43,181
2020-02-05 11:16:24,25
2020-03-20 21:57:40,28
2020-01-25 23:04:48,23
2020-12-06 19:25:40,24
2020-07-24 22:46:45,173
2020-01-30 11:45:56,11
2020-12-13 10:14:46,20
2020-09-03 08:23:02,16
2020-07-02 18:16:58,111
2020-01-24 10:21:17,144
2020-06-01 10:35:28,10
2020-01-26 15:50:39,209
2020-05-14 00:00:13,24
2020-02-23 10:13:49,144
2020-10-13 01:06:13,17
2020-08-25 19:42:51,239
2020-11-24 21:21:33,132
2020-10-23 18:45:15,261
2020-10-25 07:26:01,19
2020-08-03 13:20:46,21
2020-01-23 07:29:30,24
2020-07-16 07:55:47,158
2020-03-12 00:28:23,28
2020-01-17 04:24:46,283
2020-01-07 06:04:20,299
2020-03-11 07:15:07,291
2020-04-24 20:05:28,23
2020-07-23 15:34:57,277
2020-06-05 21:06:16,246
2020-06-23 17:31:29,112
2020-07-03 07:56:03,118
2020-12-04 03:58:53,29
2020-09-07 17:40:37,18
2020-12-06 10:06:38,291
2020-05-23 01:17:17,107
2020-06-30 11:40:55,24
2020-07-19 05:09:14,171
2020-10-20 14:38:13,214
2020-05-24 15:35:30,28
2020-05-09 05:45:42,206
2020-12-10 17:38:26,25
2020-02-01 09:11:03,261
2020-03-18 06:12:53,13
2020-08-15 15:27:52,11
2020-02-26 03:48:03,16
2020-01-22 03:20:51,10
2020-11-02 05:33:47,27
2020-03-09 12:40:27,152
2020-06-27 22:16:34,255
2020-02-27 17:29:39,195
2020-03-09 08:36:15,26
2020-07-10 19:50:19,152
2020-09-18 14:50:59,22
2020-07-18 12:44:53,25
2020-04-28 22:19:54,185
2020-04-10 08:13:35,273
2020-05-21 02:39:08,17
2020-01-17 22:01:35,232
2020-11-22 23:48:14,211
2020-02-23 17:19:34,198
2020-03-19 11:04:43,22
2020-03-27 22:51:20,25
2020-10-12 10:47:29,25
2020-02-08 04:57:49,238
2020-07-17 00:03:23,103
2020-11-08 01:57:42,18
2020-06-05 22:25:16,26
2020-08-30 10:04:15,256
2020-12-11 04:27:54,268
2020-10-14 17:36:38,12
2020-05-07 06:37:41,26
2020-12-20 15:47:56,19
2020-08-19 14:25:00,17
2020-08-09 16:14:59,27
2020-12-16 09:40:05,17
2020-09-01 17:16:29,158
2020-02-04 23:45:29,25
2020-07-22 07:21:28,18
2020-06-19 11:29:28,23
2020-05-19 09:44:21,137
2020-12-22 00:06:13,14
2020-04-06 13:27:16,195
2020-06-06 19:42:53,117
2020-01-05 23:24:42,10
2020-04-01 06:51:42,148
2020-10-08 09:42:06,12
2020-06-07 02:16:45,25
2020-12-17 19:15:48,24
2020-06-23 13:35:11,22
2020-05-26 13:13:21,23
2020-04-06 07:35:52,10
2020-06-12 22:11:39,14
2020-02-17 22:59:05,22
2020-05-15 09:14:03,25
2020-04-14 12:49:56,192
2020-05-06 00:08:13,102
2020-03-02 11:11:23,10
2020-06-11 23:27:44,28
2020-11-24 19:11:43,157
2020-08-19 12:25:52,260
2020-08-24 23:53:10,11
2020-06-05 01:00:18,25
2020-10-15 09:06:49,13
2020-04-21 12:13:39,124
2020-08-25 10:53:03,24
2020-06-11 13:20:21,268
2020-09-15 22:16:21,191
2020-08-13 23:48:55,13
2020-05-05 21:28:31,266
2020-10-09 08:48:25,191
2020-03-02 13:40:31,150
2020-10-06 20:03:01,153
2020-05-06 20:04:26,266
2020-12-31 14:58:04,14
2020-05-28 23:14:08,139
2020-12-08 01:26:45,186
2020-07-23 12:29:59,285
2020-08-10 11:22:50,15
2020-06-25 20:22:09,20
2020-12-25 02:56:45,281
2020-09-21 17:58:01,254
2020-12-31 01:28:37,134
2020-12-31 08:22:52,227
2020-08-20 17:48:27,27
2020-10-11 18:00:32,241
2020-04-21 18:09:55,124
2020-04-01 17:21:39,24
2020-05-24 18:25:18,211
2020-02-07 21:04:46,151
2020-02-24 12:02:38,129
2020-06-01 21:21:50,224
2020-11-09 19:14:00,279
2020-09-15 21:30:57,24
2020-04-25 01:01:10,293
2020-02-25 14:12:41,230
2020-03-30 17:50:51,15
2020-09-08 09:30:31,294
2020-10-29 13:30:59,11
2020-07-06 00:20:22,27
2020-02-28 22:42:39,229
2020-01-03 12:42:41,10
2020-04-14 06:28:21,115
2020-04-25 13:19:02,18
2020-12-14 09:32:50,294
2020-01-23 11:27:17,202
2020-05-03 06:43:16,221
2020-09-21 16:31:25,213
2020-03-11 03:10:23,22
2020-07-26 11:28:16,181
2020-06-05 05:12:44,155
2020-09-15 18:47:49,218
2020-07-02 19:35:08,18
2020-08-10 06:41:53,149
2020-03-25 06:31:41,125
2020-12-05 18:24:24,18
2020-02-03 09:36:31,108
2020-04-03 23:12:58,177
2020-11-06 00:24:38,258
2020-05-21 10:34:51,10
2020-02-06 07:27:53,108
2020-12-08 03:26:08,14
2020-09-26 09:26:39,102
2020-01-10 12:12:13,18
2020-05-16 20:15:30,171
2020-09-02 16:44:50,19
2020-03-02 23:24:54,240
2020-04-16 13:26:51,29
2020-09-08 11:05:10,230
2020-02-26 16:50:52,274
2020-11-22 06:17:33,26
2020-02-21 15:41:56,136
2020-06-19 14:22:14,203
2020-10-26 11:39:27,116
2020-03-15 06:08:16,162
2020-10-28 06:47:54,281
2020-12-30 02:56:30,27
2020-03-11 22:32:03,24
2020-09-04 16:36:44,274
2020-09-06 18:01:54,107
2020-10-07 09:40:49,15
2020-07-07 20:26:04,13
2020-10-09 07:36:04,189
2020-10-09 16:46:37,162
2020-06-18 20:34:54,133
2020-01-25 17:32:17,13
2020-03-08 06:53:25,17
2020-06-03 14:40:17,214
2020-10-28 07:01:26,214
2020-02-10 18:20:24,124
2020-06-05 22:43:21,169
2020-04-15 00:32:36,168
2020-08-14 00:24:33,17
2020-05-25 05:57:39,25
2020-07-30 21:11:57,13
2020-11-20 05:53:31,104
2020-08-08 11:19:59,131
2020-07-16 20:44:25,131
2020-10-18 15:18:50,182
2020-02-18 19:00:00,23
2020-01-25 14:58:35,182
2020-12-18 08:01:21,224
2020-12-15 20:25:11,26
2020-11-13 15:50:36,256
2020-10-08 23:46:06,13
2020-07-17 02:11:01,10
2020-10-24 10:23:43,20
2020-01-24 17:23:17,256
2020-05-19 15:40:28,108
2020-05-28 14:42:51,18
2020-12-19 16:37:53,29
2020-03-08 07:26:24,14
2020-08-04 02:02:13,195
2020-06-08 06:54:27,210
2020-09-06 05:14:38,192
2020-07-08 21:04:45,210
2020-07-20 08:12:05,23
2020-05-31 23:05:53,230
2020-11-03 05:25:04,28
2020-05-31 05:28:54,141
2020-06-22 21:51:02,130
2020-08-03 14:24:19,248
2020-06-25 05:06:03,265
2020-07-05 16:29:31,206
2020-08-19 00:51:55,29
2020-01-08 03:41:11,233
2020-08-11 05:52:55,12
2020-11-14 08:24:28,17
2020-11-16 16:10:49,298
2020-04-03 06:40:47,16
2020-07-14 21:01:14,120
2020-10-22 13:53:37,17
2020-02-25 14:43:06,127
2020-05-04 06:25:41,209
2020-11-01 22:41:40,220
2020-05-27 17:41:10,216
2020-08-13 07:05:48,161
2020-07-13 15:12:49,24
2020-02-12 05:06:08,17
2020-04-27 01:36:52,15
2020-11-19 22:49:59,26
2020-12-03 04:47:23,26
2020-08-06 02:00:56,172
2020-12-18 03:03:40,24
2020-12-25 07:52:20,162
2020-11-03 11:23:51,159
2020-07-21 19:22:27,14
2020-10-18 16:14:53,23
2020-03-11 07:49:49,108
2020-02-18 21:47:58,15
2020-08-11 21:57:49,142
2020-08-26 01:34:47,262
2020-08-02 00:37:58,261
2020-02-10 09:28:01,24
2020-07-16 23:59:49,184
2020-09-14 19:49:34,239
2020-08-15 04:47:45,247
2020-12-14 02:31:32,21
2020-04-29 07:56:05,203
2020-05-10 19:53:58,20
2020-09-27 16:25:14,291
2020-04-21 13:40:59,244
2020-05-06 15:24:23,219
2020-05-16 21:17:58,29
2020-09-07 03:37:17,18
2020-05-11 20:18:33,244
2020-09-12 13:27:09,253
2020-12-15 14:41:03,133
2020-07-27 16:02:32,28
2020-12-20 12:35:09,15
2020-10-05 17:55:51,202
2020-06-16 15:17:55,25
2020-10-05 07:04:40,13
2020-10-27 21:29:13,251
2020-09-04 17:29:34,125
2020-01-18 04:43:43,195
2020-04-13 11:04:53,160
2020-09-26 02:10:10,11
2020-09-22 16:11:36,14
2020-08-01 23:17:16,12
2020-06-24 22:42:36,204
2020-05-20 10:58:15,125
2020-10-15 05:04:02,181
2020-12-06 01:23:45,28
2020-10-12 20:49:01,26
2020-08-06 15:07:56,12
2020-03-27 09:05:27,229
2020-04-22 15:17:10,116
2020-12-30 21:36:33,29
2020-02-02 23:42:30,143
2020-11-29 01:47:43,27
2020-03-07 06:17:07,122
2020-01-16 05:11:01,113
2020-08-30 17:31:02,29
2020-01-26 07:36:40,194
2020-05-26 10:35:10,13
2020-06-25 15:16:16,271
2020-10-17 20:33:23,233
2020-04-24 00:22:55,19
2020-08-15 23:17:15,14
2020-06-13 04:53:41,27
2020-01-11 04:51:45,29
2020-02-12 15:06:26,13
2020-03-24 08:23:43,28
2020-06-29 13:18:29,150
2020-02-23 15:55:26,14
2020-12-27 19:57:25,12
2020-04-23 23:16:47,12
2020-12-10 07:38:19,189
2020-11-17 19:19:58,207
2020-01-18 07:21:59,21
2020-05-26 05:01:36,21
2020-07-27 00:03:21,257
2020-01-06 05:22:11,21
2020-07-27 23:04:24,292
2020-08-05 12:04:14,20
2020-12-01 06:03:30,20
2020-02-16 09:30:11,12
2020-07-05 19:31:44,178
2020-10-02 02:10:31,147
2020-01-30 02:10:07,206
2020-03-04 12:37:11,116
2020-12-08 06:29:33,20
2020-05-01 22:31:55,294
2020-06-07 01:41:01,27
2020-10-13 08:31:42,269
2020-04-19 14:23:38,273
2020-09-07 06:01:32,14
2020-11-15 05:32:39,11
2020-10-13 14:20:00,286
2020-12-05 10:19:12,171
2020-06-07 01:15:17,134
2020-06-01 21:38:19,17
2020-04-13 04:22:17,244
2020-08-19 17:08:27,103
2020-08-03 19:53:00,164
2020-05-14 20:42:40,29
2020-07-26 03:01:10,136
2020-02-17 02:38:09,131
2020-04-14 19:49:03,22
2020-04-23 14:36:29,126
2020-07-19 21:36:36,24
2020-01-09 18:43:29,274
2020-12-27 05:04:00,22
2020-09-26 02:44:12,238
