TIMESTMAP,Values2
2020-07-22 04:58:29,291
2020-05-14 14:25:33,27
2020-11-12 16:12:01,206
2020-12-12 07:30:56,119
2020-10-03 07:12:06,11
2020-05-10 09:29:24,121
2020-10-27 01:27:57,151
2020-01-12 18:09:02,17
2020-01-21 18:16:04,12
2020-03-08 00:33:22,19
2020-11-27 08:33:58,244
2020-01-25 00:32:06,22
2020-01-01 14:45:44,29
2020-06-09 18:05:16,128
2020-05-24 00:44:27,11
2020-06-25 17:17:23,28
2020-04-11 00:24:00,140
2020-01-11 17:13:49,24
2020-04-18 22:08:58,287
2020-04-29 07:49:31,154
2020-07-12 07:49:16,273
2020-09-24 01:07:36,17
2020-06-30 14:27:18,116
2020-01-06 19:14:39,17
2020-05-09 00:42:41,26
2020-04-24 08:23:32,14
2020-11-30 13:57:23,102
2020-07-08 14:26:29,20
2020-03-16 06:53:22,253
2020-02-18 11:08:27,137
2020-07-29 08:55:51,15
2020-12-10 00:58:24,28
2020-08-29 05:52:36,113
2020-09-12 03:21:27,28
2020-03-29 21:44:39,206
2020-03-11 23:19:41,119
2020-10-19 08:33:58,239
2020-02-29 05:07:55,175
2020-09-10 09:33:48,271
2020-04-07 10:12:48,100
2020-06-22 21:07:27,191
2020-08-05 07:20:52,17
2020-09-08 23:22:16,148
2020-11-24 09:38:21,19
2020-12-04 16:32:05,23
2020-02-01 20:46:31,20
2020-09-19 02:53:40,28
2020-05-04 03:58:34,281
2020-04-19 10:15:51,20
2020-03-16 04:36:44,236
2020-10-18 14:50:55,18
2020-09-25 18:34:43,252
2020-06-29 11:34:39,14
2020-08-16 06:10:25,22
2020-11-06 17:10:00,113
2020-05-18 20:24:58,267
2020-03-25 11:04:37,25
2020-05-11 04:48:44,268
2020-05-09 02:21:42,26
2020-10-24 10:52:50,154
2020-05-07 16:27:02,288
2020-03-24 16:53:05,23
2020-08-17 07:58:01,212
2020-05-03 11:20:55,256
2020-08-10 18:55:32,200
2020-08-12 12:01:02,28
2020-09-29 00:42:18,179
2020-12-22 09:44:35,163
2020-03-09 06:45:50,205
2020-11-14 03:47:58,127
2020-04-04 19:14:45,164
2020-10-01 20:15:00,198
2020-01-21 00:54:23,238
2020-02-20 22:27:00,234
2020-03-28 18:04:46,182
2020-12-09 04:24:02,13
2020-10-27 14:27:46,18
2020-10-25 19:33:11,138
2020-03-16 08:27:19,178
2020-06-11 22:07:59,287
2020-10-29 06:25:41,20
2020-10-29 16:32:46,102
2020-11-15 18:31:12,116
2020-09-30 07:56:00,27
2020-04-21 17:41:03,225
2020-10-26 07:58:44,287
2020-01-29 12:29:09,207
2020-05-01 04:00:13,22
2020-09-30 19:56:53,13
2020-01-15 23:00:20,10
2020-03-16 19:14:52,12
2020-03-07 16:24:29,281
2020-09-04 00:22:48,161
2020-07-10 06:18:52,24
2020-07-11 15:38:28,24
2020-07-24 06:35:51,13
2020-09-12 07:41:33,274
2020-03-26 07:04:31,101
2020-05-12 02:00:05,21
2020-04-15 15:18:11,164
2020-10-09 21:45:33,21
2020-01-17 11:48:39,21
2020-02-10 05:11:10,24
2020-07-03 03:27:18,203
2020-12-09 23:07:21,261
2020-01-20 15:11:04,130
2020-11-16 21:23:37,10
2020-03-21 05:38:52,170
2020-12-16 11:32:06,142
2020-09-23 04:22:03,168
2020-06-24 09:15:10,22
2020-02-08 20:34:13,136
2020-09-02 16:53:01,27
2020-07-28 22:09:53,21
2020-05-19 03:00:34,26
2020-04-05 21:41:15,17
2020-11-24 23:51:18,174
2020-05-02 12:30:46,22
2020-02-05 07:46:29,126
2020-12-16 15:02:06,289
2020-05-05 08:15:35,29
2020-05-03 14:55:50,277
2020-12-18 07:01:16,190
2020-06-23 22:38:25,111
2020-06-10 20:18:01,154
2020-08-23 16:29:33,228
2020-09-08 21:07:59,269
2020-09-23 06:24:44,28
2020-10-18 08:26:46,28
2020-09-20 13:27:23,181
2020-12-31 17:23:07,13
2020-08-29 02:39:40,23
2020-01-07 21:59:54,15
2020-09-20 10:31:39,146
2020-03-29 12:41:51,12
2020-04-09 03:17:52,179
2020-06-25 17:13:31,16
2020-04-13 05:13:53,267
2020-01-25 18:08:06,299
2020-10-24 13:48:43,14
2020-06-05 15:35:58,254
2020-04-03 02:08:40,247
2020-08-17 18:37:16,15
2020-10-20 04:24:44,172
2020-07-21 12:39:25,106
2020-06-09 09:35:08,281
2020-08-08 09:14:16,20
2020-04-09 15:14:37,21
2020-09-29 15:48:23,176
2020-04-09 04:57:14,141
2020-12-19 11:41:53,179
2020-10-17 10:57:12,29
2020-04-02 04:27:09,137
2020-12-22 00:42:08,280
2020-02-10 11:42:34,232
2020-01-07 18:26:12,15
2020-01-16 06:42:32,28
2020-02-16 19:49:24,22
2020-06-10 16:31:15,24
2020-02-15 05:00:23,233
2020-08-27 16:19:31,185
2020-06-23 06:15:41,112
2020-12-28 23:05:58,162
2020-08-22 11:57:06,115
2020-05-26 19:32:33,104
2020-09-29 16:45:37,25
2020-12-08 23:52:24,126
2020-03-16 20:04:51,180
2020-06-30 00:15:10,209
2020-07-31 12:43:41,14
2020-12-26 18:35:16,150
2020-02-07 21:32:07,13
2020-11-12 01:36:12,128
2020-12-14 10:54:01,187
2020-08-16 18:16:47,210
2020-03-02 23:14:41,16
2020-12-01 05:25:06,283
2020-01-19 19:13:17,10
2020-06-01 11:20:48,166
2020-01-22 02:35:42,160
2020-01-18 15:38:38,186
2020-10-25 18:43:45,19
2020-01-07 11:43:12,14
2020-01-15 06:38:00,291
2020-04-06 02:35:15,26
2020-11-29 00:48:40,141
2020-05-08 12:12:26,15
2020-07-05 09:11:03,187
2020-04-30 15:06:46,13
2020-12-13 06:40:21,17
2020-01-06 21:28:55,19
2020-01-13 10:53:31,149
2020-06-08 05:27:05,13
2020-07-28 12:15:59,197
2020-03-30 06:53:00,16
2020-12-12 13:10:42,20
2020-08-12 21:11:53,167
2020-09-05 19:01:00,14
2020-04-04 02:08:24,276
2020-10-02 19:48:28,209
2020-09-05 18:23:18,11
2020-02-02 08:13:49,16
2020-04-19 23:30:00,238
2020-02-22 10:46:20,281
2020-06-14 12:26:44,28
2020-09-18 18:56:15,246
2020-01-22 12:15:21,29
2020-08-04 02:05:28,299
2020-06-28 06:23:19,274
2020-07-29 00:38:05,22
2020-02-09 05:40:20,20
2020-06-09 15:01:40,14
2020-07-14 18:57:25,21
2020-04-01 09:14:06,291
2020-08-02 15:39:12,278
2020-09-01 16:32:06,125
2020-01-19 12:08:53,276
2020-03-30 23:55:20,10
2020-10-02 06:39:44,178
2020-10-10 23:34:22,104
2020-01-28 00:52:50,27
2020-05-23 04:26:59,13
2020-05-11 14:15:04,290
2020-10-01 23:35:49,15
2020-02-08 15:07:53,20
2020-03-10 12:20:29,13
2020-08-06 16:14:20,266
2020-10-18 08:25:15,27
2020-06-22 23:29:40,20
2020-11-10 01:12:53,136
2020-04-16 02:18:37,155
2020-04-02 01:42:27,26
2020-05-19 14:45:45,20
2020-02-27 17:50:17,229
2020-09-30 13:51:19,11
2020-02-19 03:30:48,22
2020-01-02 00:40:57,273
2020-08-06 07:49:17,164
2020-05-05 21:48:49,18
2020-10-26 11:16:37,127
2020-08-07 03:55:19,142
2020-05-10 14:12:26,19
2020-03-16 21:58:50,21
2020-10-23 21:01:30,114
2020-04-20 03:59:15,11
2020-02-22 03:39:22,23
2020-08-25 12:13:07,245
2020-03-06 15:23:24,23
2020-02-21 10:25:48,189
2020-11-10 08:03:05,18
2020-08-05 06:31:41,223
2020-03-21 14:38:41,18
2020-02-26 13:58:05,26
2020-12-26 11:06:37,293
2020-03-08 11:12:15,10
2020-06-18 06:48:16,278
2020-11-11 02:30:59,10
2020-02-12 11:45:00,136
2020-08-23 01:59:46,15
2020-05-22 11:25:26,237
2020-02-03 03:55:51,26
2020-02-13 22:45:03,200
2020-11-14 08:01:37,28
2020-03-06 16:00:07,22
2020-10-26 11:03:13,20
2020-11-02 00:01:29,183
2020-05-02 04:26:37,248
2020-12-08 05:22:06,221
2020-01-26 03:10:42,22
2020-04-13 19:13:14,25
2020-08-19 12:13:19,181
2020-07-30 02:27:44,136
2020-02-19 02:13:31,169
2020-11-26 18:34:22,108
2020-08-06 21:22:12,211
2020-11-22 19:16:10,187
2020-08-28 19:19:10,13
2020-09-22 04:00:49,28
2020-09-25 12:14:20,13
2020-09-22 17:00:04,18
2020-07-13 13:27:03,139
2020-11-12 16:52:30,161
2020-08-17 00:49:31,25
2020-06-18 06:23:49,164
2020-09-07 06:12:10,115
2020-09-23 11:43:41,161
2020-03-30 05:34:10,11
2020-02-03 02:08:36,289
2020-12-19 15:51:09,11
2020-12-10 08:19:15,26
2020-10-24 21:20:10,238
2020-02-20 03:22:46,213
2020-11-30 22:07:33,296
2020-08-22 15:37:21,20
2020-11-09 10:56:31,285
2020-11-30 00:40:51,135
2020-08-22 15:17:46,15
2020-07-27 15:58:27,107
2020-07-09 22:20:30,22
2020-04-02 03:12:55,267
2020-09-05 15:50:43,24
2020-05-05 10:26:48,13
2020-01-06 04:48:11,12
2020-09-02 11:21:04,27
2020-04-10 10:47:50,28
2020-04-24 21:39:37,194
2020-08-26 14:06:58,23
2020-04-20 14:06:32,232
2020-12-30 11:59:35,157
2020-12-28 18:39:34,26
2020-06-03 11:20:37,124
2020-12-06 10:34:00,259
2020-07-29 02:53:09,106
2020-06-13 20:55:43,155
2020-03-25 10:08:46,179
2020-10-16 08:49:05,17
2020-10-25 10:14:45,14
2020-04-27 06:27:46,255
2020-11-01 17:26:04,18
2020-06-04 15:06:33,27
2020-02-13 21:25:24,21
2020-08-14 15:06:31,16
2020-11-23 02:49:57,135
2020-03-08 19:57:34,228
2020-04-07 06:02:24,18
2020-04-06 07:59:30,21
2020-05-08 14:52:37,26
2020-09-06 18:46:02,278
2020-09-02 17:47:53,24
2020-12-11 00:51:16,25
2020-12-02 08:13:44,153
2020-12-20 03:46:05,19
2020-04-17 07:40:02,291
2020-01-09 13:33:06,13
2020-02-11 22:20:32,21
2020-05-28 18:58:39,25
2020-03-09 23:44:38,185
2020-09-20 23:25:48,10
2020-03-05 04:40:32,154
2020-03-22 21:49:13,133
2020-03-21 00:18:55,250
2020-02-12 18:19:47,291
2020-12-05 15:00:56,14
2020-04-14 15:38:19,19
2020-01-05 00:17:45,15
2020-08-14 23:14:07,16
2020-01-07 03:54:13,175
2020-09-22 01:45:06,274
2020-09-29 07:25:43,294
2020-09-18 03:39:33,20
2020-05-09 14:23:37,22
2020-03-17 03:07:07,14
2020-06-01 12:30:02,24
2020-06-15 20:03:06,297
2020-02-08 21:23:56,11
2020-01-16 20:40:35,140
2020-05-08 00:36:40,18
2020-12-12 20:25:29,296
2020-03-17 01:18:29,27
2020-07-28 02:24:19,197
2020-12-21 08:10:26,184
2020-07-14 09:51:27,14
2020-10-27 08:56:55,190
2020-07-01 13:23:35,12
2020-09-18 22:23:17,20
2020-08-17 08:17:12,13
2020-12-27 00:25:57,13
2020-02-02 04:31:03,12
2020-03-11 01:51:40,255
2020-09-27 00:55:17,11
2020-02-24 22:44:52,209
2020-01-31 04:47:28,116
2020-01-25 06:41:53,11
2020-02-11 17:01:24,169
2020-09-26 06:17:21,108
2020-05-17 07:52:32,129
2020-09-14 16:37:02,181
2020-02-15 23:03:53,225
2020-02-08 05:54:39,161
2020-07-07 15:05:46,23
2020-10-03 08:40:54,256
2020-08-21 19:39:46,193
2020-07-22 09:54:09,194
2020-12-19 05:37:31,13
2020-04-03 01:23:36,27
2020-10-18 14:03:02,23
2020-05-30 18:07:01,161
2020-03-18 15:14:11,20
2020-08-27 13:34:58,238
2020-05-06 21:37:58,22
2020-09-15 20:43:17,163
2020-04-27 05:30:07,119
2020-09-05 02:21:58,223
2020-05-06 18:33:13,228
2020-05-25 00:35:39,127
2020-02-12 08:16:29,25
2020-06-19 18:16:56,290
2020-03-23 03:08:58,25
2020-12-24 00:10:47,28
2020-06-12 18:35:04,263
2020-11-14 22:39:24,167
2020-11-26 08:43:52,20
2020-09-08 18:08:03,210
2020-10-20 06:31:17,223
2020-06-02 16:17:23,165
2020-05-13 09:55:24,181
2020-05-22 17:49:22,19
2020-10-16 18:00:40,27
2020-06-25 03:17:05,163
2020-02-25 11:46:29,299
2020-12-01 13:31:32,130
2020-03-31 17:03:44,23
2020-12-07 20:03:08,23
2020-05-12 00:06:36,138
2020-12-09 06:21:01,12
2020-09-09 00:12:32,19
2020-07-05 12:53:48,126
2020-07-20 07:20:36,25
2020-04-29 03:19:38,26
2020-03-26 07:23:25,28
2020-12-13 22:11:05,140
2020-01-12 02:16:15,22
2020-01-16 17:51:32,16
2020-01-19 10:37:46,15
2020-09-21 18:55:19,10
2020-02-26 08:34:29,16
2020-06-18 18:02:44,24
2020-07-11 07:29:10,19
2020-08-01 17:05:56,13
2020-02-02 00:11:04,13
2020-06-02 12:05:18,13
2020-02-05 02:02:16,22
2020-06-03 18:44:31,13
2020-08-22 04:57:06,157
2020-11-20 00:19:08,238
2020-12-07 21:52:12,27
2020-09-20 02:21:28,29
2020-06-10 19:16:22,157
2020-08-09 10:37:44,253
2020-03-28 15:30:28,205
2020-05-20 06:19:55,273
2020-06-07 01:46:25,163
2020-10-29 00:23:35,10
2020-03-07 10:37:27,24
2020-02-08 16:56:08,197
2020-04-11 22:55:52,155
2020-06-23 00:07:43,157
2020-11-24 03:06:32,12
2020-02-08 03:54:43,284
2020-03-18 05:16:21,14
2020-06-12 13:57:48,245
2020-01-16 23:08:08,199
2020-01-11 07:10:53,135
2020-04-20 04:15:50,29
2020-10-12 04:27:15,13
2020-09-10 15:18:42,23
2020-11-15 20:08:24,13
2020-02-10 07:26:41,146
2020-03-06 23:13:23,14
2020-09-07 12:23:39,112
2020-11-22 12:38:50,24
2020-10-15 08:35:31,23
2020-05-18 23:33:02,12
2020-08-19 04:56:35,110
2020-08-02 23:01:50,24
2020-06-20 23:32:26,20
2020-01-07 17:49:48,138
2020-11-22 19:45:27,108
2020-05-04 11:18:00,220
2020-07-23 03:26:02,233
2020-01-28 02:41:43,22
2020-10-30 16:04:14,25
2020-09-14 07:52:21,11
2020-01-18 11:37:49,117
2020-01-30 06:38:30,11
2020-03-07 21:47:52,14
2020-04-11 12:11:48,15
2020-02-12 17:23:56,27
2020-10-10 17:46:21,236
2020-02-29 11:35:31,20
2020-01-27 02:17:51,128
2020-09-20 21:37:52,11
2020-05-01 18:28:29,299
2020-02-13 06:19:24,221
2020-04-05 12:09:56,23
2020-12-21 05:46:31,162
2020-09-09 04:02:29,10
2020-10-19 02:27:32,23
2020-06-27 08:57:42,27
2020-10-27 16:13:37,140
2020-07-08 04:40:29,200
2020-08-28 22:36:50,135
2020-01-06 13:28:32,224
2020-03-22 15:34:38,284
2020-07-20 09:43:35,11
2020-07-14 19:18:33,22
2020-05-02 13:44:38,241
2020-03-09 09:47:31,239
2020-12-01 04:22:31,28
2020-12-05 15:53:55,175
2020-07-26 14:58:45,122
2020-09-28 17:53:44,26
2020-05-07 08:31:39,10
2020-09-13 00:03:33,257
2020-12-02 10:06:17,286
2020-03-07 02:37:23,12
2020-11-26 16:57:51,292
2020-11-30 08:55:32,24
2020-03-30 07:08:58,21
2020-11-24 10:11:46,137
2020-08-22 17:59:07,191
2020-03-26 18:47:40,223
2020-06-17 16:19:43,248
2020-08-31 09:46:08,275
2020-05-02 15:03:21,29
2020-02-17 19:57:23,10
2020-10-25 01:16:54,249
2020-07-31 17:38:30,180
2020-06-04 22:29:19,29
2020-07-19 05:40:11,299
2020-01-06 22:49:36,11
2020-06-03 12:51:33,290
2020-10-02 21:46:28,291
2020-06-16 06:32:18,11
2020-02-22 00:55:20,17
2020-01-29 16:26:27,19
2020-03-30 21:11:19,103
2020-10-28 11:31:05,299
2020-11-09 08:24:27,27
2020-12-10 04:21:34,11
2020-12-23 05:35:49,128
2020-08-21 10:16:19,200
2020-03-12 06:15:48,23
2020-10-30 11:52:20,25
2020-06-14 12:01:45,117
2020-06-27 11:54:49,10
2020-08-22 21:03:13,16
2020-09-24 09:26:44,113
2020-05-23 17:59:38,18
2020-11-28 09:37:28,26
2020-05-17 14:10:44,14
2020-05-24 00:01:54,172
2020-05-25 01:42:00,173
2020-12-10 01:55:47,173
2020-05-19 21:18:33,133
2020-06-08 08:10:35,291
2020-01-02 05:11:30,13
2020-01-13 19:47:42,24
2020-01-26 09:03:29,14
2020-07-10 07:05:33,146
2020-10-21 06:21:16,22
2020-07-31 10:11:38,12
2020-03-30 08:44:26,251
2020-06-20 05:54:26,29
2020-04-21 20:33:43,282
2020-09-14 14:00:02,285
2020-09-16 07:21:30,139
2020-08-04 07:14:12,196
2020-03-15 16:30:40,135
2020-11-12 13:22:33,112
2020-07-14 08:44:34,16
2020-01-09 05:24:41,165
2020-09-09 17:49:37,261
2020-09-09 16:06:55,111
2020-03-12 04:45:51,268
2020-10-31 16:40:56,145
2020-08-15 03:41:23,285
2020-03-05 01:13:07,25
2020-06-21 12:37:50,102
2020-10-11 01:45:08,12
2020-09-22 15:22:27,10
2020-03-07 11:19:45,253
2020-07-14 10:39:01,14
2020-09-08 09:12:54,15
2020-09-01 19:29:35,15
2020-11-12 08:33:25,269
2020-11-24 18:09:23,10
2020-07-25 21:35:14,24
2020-10-27 17:34:08,148
2020-12-04 10:54:21,22
2020-12-30 20:25:12,223
2020-04-19 01:35:41,220
2020-06-10 00:53:49,28
2020-03-08 01:07:19,23
2020-05-24 09:18:43,27
2020-03-28 21:01:03,19
2020-02-11 03:30:08,26
2020-11-30 02:01:22,135
2020-06-07 14:43:45,291
2020-12-08 20:49:15,21
2020-07-16 12:50:19,271
2020-03-18 07:56:04,21
2020-11-01 17:29:25,23
2020-09-02 00:03:13,27
2020-02-09 05:08:18,283
2020-06-26 11:52:15,227
2020-07-16 06:32:43,29
2020-05-01 14:54:24,17
2020-03-26 04:58:04,269
2020-11-27 00:32:51,140
2020-03-30 03:39:45,119
2020-12-30 00:52:18,271
2020-12-03 13:14:11,213
2020-10-10 11:25:05,23
2020-10-11 06:39:24,131
2020-09-25 06:47:59,21
2020-04-05 06:27:04,108
2020-09-16 23:39:55,299
2020-01-31 22:15:27,170
2020-02-18 02:06:10,20
2020-11-25 21:28:19,184
2020-11-10 09:49:18,23
2020-11-29 17:03:01,287
2020-11-02 23:59:35,295
2020-03-07 00:09:10,14
2020-04-15 02:04:24,21
2020-02-28 09:07:18,27
2020-08-07 12:49:13,158
2020-04-29 02:36:53,106
2020-09-24 21:57:09,118
2020-02-29 09:41:41,11
2020-12-09 22:14:04,213
2020-07-16 09:31:19,141
2020-02-08 08:36:22,118
2020-07-01 08:25:13,194
2020-04-16 23:31:50,27
2020-04-15 00:12:42,210
2020-10-12 03:24:48,109
2020-03-01 03:54:21,196
2020-02-07 11:59:38,203
2020-01-02 22:22:24,123
2020-05-08 04:05:30,23
2020-05-15 08:27:01,288
2020-04-27 13:56:14,210
2020-02-24 10:52:05,26
2020-09-03 15:41:41,248
2020-11-21 20:55:42,136
2020-03-02 10:54:50,20
2020-08-14 09:02:57,21
2020-11-19 05:48:51,14
2020-05-22 04:24:11,214
2020-12-15 23:12:16,222
2020-03-29 17:45:23,24
2020-08-30 04:37:36,10
2020-12-06 21:54:39,24
2020-08-08 14:31:47,210
2020-06-18 09:39:53,26
2020-05-13 03:04:31,27
2020-06-01 03:39:05,116
2020-11-08 13:20:57,296
2020-02-17 10:10:05,24
2020-02-26 23:26:14,15
2020-04-22 12:54:53,277
2020-08-30 17:47:31,205
2020-02-07 22:49:48,257
2020-11-16 13:11:27,12
2020-12-22 06:16:41,14
2020-07-11 16:33:51,26
2020-10-04 12:16:13,29
2020-10-09 16:55:46,194
2020-05-04 15:41:50,173
2020-09-04 13:23:21,189
2020-10-03 02:27:23,20
2020-03-31 20:51:34,229
2020-03-05 03:13:53,12
2020-09-19 09:58:10,123
2020-05-17 06:04:24,29
2020-11-18 11:10:11,175
2020-09-23 12:03:28,20
2020-03-14 19:42:31,105
2020-05-22 13:29:44,18
2020-08-21 00:50:07,13
2020-09-29 09:17:16,16
2020-04-17 17:10:45,283
2020-06-19 23:32:32,263
2020-07-31 14:49:52,102
2020-12-17 22:06:12,16
2020-08-24 11:59:18,185
2020-07-25 16:35:56,27
2020-03-24 15:26:00,209
2020-04-25 11:30:40,246
2020-08-24 00:34:21,27
2020-07-15 07:07:46,16
2020-01-06 20:46:56,189
2020-09-07 18:05:34,282
2020-08-08 17:29:14,26
2020-07-31 03:19:52,190
2020-11-19 05:56:34,133
2020-07-20 15:22:30,238
2020-02-08 10:11:56,107
2020-03-07 16:59:42,10
2020-07-08 09:38:45,143
2020-10-02 03:09:08,17
2020-01-24 19:07:59,14
2020-04-02 02:20:26,27
2020-02-19 19:45:36,281
2020-10-30 08:55:31,228
2020-06-30 20:58:58,223
2020-04-28 23:22:47,13
2020-09-05 00:54:48,28
2020-04-09 17:36:17,13
2020-09-29 10:05:35,214
2020-11-02 18:24:51,102
2020-01-05 12:57:34,19
2020-04-24 01:55:20,15
2020-07-23 04:58:54,17
2020-01-24 07:14:20,117
2020-10-18 00:26:42,12
2020-07-22 14:44:58,16
2020-02-21 01:27:37,240
2020-10-16 17:57:22,145
2020-12-18 21:25:39,29
2020-10-16 02:43:28,154
2020-12-17 00:08:13,26
2020-06-18 03:32:36,269
2020-01-05 15:57:53,23
2020-08-14 02:01:07,160
2020-08-30 06:09:58,174
2020-06-06 03:26:25,23
2020-01-20 00:35:11,29
2020-05-16 06:45:03,14
2020-09-19 21:03:19,18
2020-10-02 20:25:02,20
2020-10-27 22:08:25,16
2020-09-02 19:00:34,275
2020-07-25 02:47:50,146
2020-03-03 06:12:56,109
2020-09-10 13:29:12,17
2020-07-25 04:33:26,10
2020-10-28 07:52:46,118
2020-06-15 14:18:24,17
2020-06-15 02:42:38,216
2020-07-18 20:14:48,14
2020-05-23 22:32:20,106
2020-04-22 18:43:13,25
2020-02-19 03:17:01,284
2020-05-06 03:33:10,29
2020-10-04 00:50:14,29
2020-10-06 04:39:08,153
2020-08-29 22:39:21,224
2020-11-25 11:28:31,28
2020-03-05 00:30:39,17
2020-02-03 20:20:09,19
2020-11-08 20:35:07,268
2020-03-24 21:44:34,13
2020-06-18 09:37:45,131
2020-03-14 10:24:37,29
2020-07-08 17:41:39,245
2020-05-20 07:12:53,186
2020-12-12 20:09:20,15
2020-06-13 19:00:52,13
2020-08-25 12:23:43,19
2020-10-30 09:15:29,29
2020-06-01 12:48:39,202
2020-08-02 23:20:41,265
2020-07-04 15:02:36,24
2020-12-23 03:28:16,153
2020-06-17 10:15:15,113
2020-10-02 00:09:17,181
2020-01-09 22:46:15,100
2020-12-11 20:24:41,129
2020-06-09 00:59:41,257
2020-12-23 06:48:18,28
2020-05-09 10:05:55,182
2020-11-29 11:21:37,14
2020-07-23 02:26:27,14
2020-04-29 20:13:33,262
2020-06-08 17:58:20,28
2020-08-17 17:11:29,122
2020-02-16 06:09:47,260
2020-10-15 20:26:55,26
2020-01-30 19:24:34,27
2020-08-26 23:03:46,187
2020-12-31 22:38:45,27
2020-07-29 23:20:02,250
2020-05-18 14:16:44,188
2020-08-01 19:49:11,110
2020-08-18 13:41:33,289
2020-01-07 16:08:25,299
2020-05-30 01:32:09,278
2020-10-21 07:02:49,22
2020-02-05 12:03:50,112
2020-09-02 08:31:54,112
2020-05-31 05:31:18,25
2020-04-12 09:43:16,10
2020-10-06 07:42:52,192
2020-03-26 00:04:05,175
2020-11-24 13:39:58,296
2020-03-23 12:34:42,131
2020-07-12 06:19:06,22
2020-01-17 18:50:44,211
2020-05-27 07:13:29,11
2020-08-19 21:25:25,28
2020-10-19 17:13:26,10
2020-02-07 07:55:21,21
2020-07-02 11:42:53,22
2020-01-09 16:32:13,107
2020-02-19 12:37:13,24
2020-01-07 20:37:30,20
2020-04-12 11:44:54,15
2020-04-09 04:41:04,27
2020-03-06 23:10:04,200
2020-02-17 04:00:45,18
2020-09-09 23:24:44,29
2020-06-20 10:27:31,27
2020-12-23 18:52:54,212
2020-12-15 03:51:53,259
2020-09-19 12:21:54,254
2020-02-03 21:45:13,295
2020-01-05 01:33:08,21
2020-11-20 19:30:21,12
2020-11-01 14:10:21,284
2020-09-07 06:08:21,241
2020-09-24 11:29:58,258
2020-04-20 12:00:16,21
2020-10-11 03:22:24,22
2020-11-17 09:17:20,172
2020-01-20 01:00:48,111
2020-01-30 21:47:07,14
2020-04-25 23:22:52,17
2020-06-24 03:03:05,24
2020-06-19 00:03:36,17
2020-01-21 21:42:03,10
2020-12-17 17:44:05,175
2020-06-26 17:23:05,12
2020-02-10 23:46:12,28
2020-05-31 05:30:53,12
2020-06-20 09:27:43,183
2020-07-16 01:21:06,11
2020-10-01 12:30:46,25
2020-06-11 11:16:58,20
2020-01-13 18:43:18,139
2020-10-14 00:51:37,24
2020-09-19 14:29:34,28
2020-04-15 01:52:42,21
2020-03-13 23:56:15,25
2020-08-21 23:58:00,161
2020-11-29 11:22:38,214
2020-02-23 13:38:38,216
2020-03-24 05:40:13,284
2020-06-23 21:33:29,106
2020-03-22 00:46:19,150
2020-06-22 12:50:33,292
2020-01-06 16:45:14,25
2020-09-03 15:26:40,211
2020-09-20 01:13:13,157
2020-08-17 13:00:08,165
2020-03-15 08:17:47,104
2020-12-18 14:23:42,239
2020-08-31 10:05:42,18
2020-01-10 18:32:20,14
2020-11-14 04:49:43,25
2020-03-07 10:50:04,234
2020-10-09 16:11:29,240
2020-01-07 18:33:07,249
2020-11-05 08:52:36,11
2020-05-01 11:04:44,24
2020-04-07 07:48:14,114
2020-04-03 10:56:24,14
2020-05-16 20:08:12,240
2020-05-09 06:20:19,20
2020-06-15 23:18:23,122
2020-03-21 20:06:53,10
2020-07-12 01:25:06,26
2020-08-31 22:39:27,198
2020-07-08 02:10:22,10
2020-04-13 22:36:37,201
2020-05-20 09:32:55,153
2020-05-04 19:30:59,124
2020-08-29 04:12:37,17
2020-11-21 20:11:41,15
2020-03-04 09:58:39,25
2020-07-17 22:47:46,11
2020-12-14 21:16:28,20
2020-07-01 00:08:58,10
2020-08-06 13:33:15,22
2020-05-10 00:09:54,25
2020-08-14 09:24:05,105
2020-08-30 03:50:51,22
2020-11-20 14:17:20,268
2020-04-07 13:43:52,259
2020-12-28 21:27:55,20
2020-12-25 02:41:42,12
2020-03-13 06:22:46,242
2020-04-23 07:48:24,19
2020-07-10 05:11:39,28
2020-08-25 13:14:33,28
2020-08-22 17:02:50,20
2020-08-19 19:33:58,124
2020-09-10 14:59:34,203
2020-03-19 15:39:44,16
2020-01-10 07:53:21,224
2020-06-23 15:24:03,12
2020-12-28 13:30:15,124
2020-11-19 19:38:52,120
2020-11-16 18:32:55,29
2020-01-11 14:23:58,273
2020-02-03 12:03:52,242
2020-08-24 09:04:59,20
2020-01-03 17:08:52,178
2020-12-19 20:48:13,16
2020-08-26 00:05:09,118
2020-08-04 08:58:34,115
2020-07-19 20:05:26,214
2020-02-16 13:05:34,193
2020-12-21 00:29:25,145
2020-10-05 12:21:36,153
2020-08-29 15:49:54,120
2020-02-26 22:47:46,12
2020-06-26 14:43:47,114
2020-11-05 16:41:28,191
2020-01-06 02:43:51,18
2020-03-21 12:11:54,20
2020-05-23 18:50:46,28
2020-10-22 08:39:48,24
2020-01-24 11:08:44,166
2020-11-10 20:07:57,17
2020-03-04 02:23:58,177
2020-10-11 13:11:50,176
2020-03-27 03:52:10,272
2020-08-10 05:18:11,21
2020-09-15 18:33:38,269
2020-07-03 05:02:16,18
2020-06-13 17:27:46,156
2020-12-06 00:25:03,20
2020-06-12 01:02:11,273
2020-08-12 21:55:38,104
2020-11-14 10:40:58,26
2020-03-08 19:34:27,223
2020-06-07 20:09:39,28
2020-07-06 14:34:13,12
2020-08-20 10:12:35,27
